str_no_string|NO STRING!{***}
str_dec_cha|The fists and blades of the guards have left your face a disfigured mess. Wounds may heal over time, but your good looks will never be the same...^Your charisma has decreased by 1.{***}
str_dec_int|You have suffered one hard blow on your head too many. You now have a difficulty thinking straight, and that is likely to stay so for the rest of your life.^Your intelligence has decreased by 1.{***}
str_loyal_men_waiting|A group of loyal men has been waiting for your escape not far from your place of confinement. They cheered and advanced to join you as soon as they spotted you.{***}
str_send_message_succes|You have successfully slipped out a note addressed to your friends outside.{***}
str_send_message_fail|The guards have discovered your attempt to contact the world outside. Your punishment was harsh and swift.{***}
str_long_string_test|Well, if you must know - I had a premonition that something terrible was about to happen. I always trust my gut feeling, so I got up and ran to this neighborhood as fast as I could. I knew the real threat must have come from somewhere here. In the suburbs, it's only disease and starvation that plague the poor.{***}
str_lq_stealth_party_name|Army camp{***}
str_lq_stealth_desc|{s2} has hired me to assassinate 3 of his officers he considers disloyal. They are currently stationed at the army camp near {s3}. I'll have to go in alone, and use either a blade or a bow hidden for me near the camp. The sentries must be avoided or slain before they raise the alarm.{***}
str_lq_stealth_dialog_desc|Well... yes, as a matter of fact. Providing you have a knack for stealth and subtlety. I've got a few unruly officers in my regiment, and I need them to... disappear. Do you have what it takes to make it happen?{***}
str_lq_stealth_desc_done|All my marks were terminated. I can return to {s1} and claim my reward.{***}
str_lq_stealth_dialog_1_desc|All right then. These three rascals are now in the field, stationed with the army camp. You need to go in alone and assassinate them all without raising much noise. Best use a bow, then we could blame it on natives - I will see to it that one is hidden for you at the outskirts of the camp. But a blade will do, too. Don't get spotted by the sentries, though, and if you do, silence them lest they signal the alarm. When all three are done with, leave and meet me up for your payment. Say, {reg10} piastres. Do we have a deal?{***}
str_lq_stealth_dialog_done|Splendid, just splendid. Serves the bastards right. I believe we have agreed on {reg10} piastres. There, have them, and my thanks to go along.{***}
str_lq_stealth_dialog_decline|What? Listen up, I've made plans that relied on you doing what you have volunteered to do. You think you can give your word and take it back at your leisure?{***}
str_lq_stealth_menu_desc|You have found native bow and a quiver of arrows neatly wrapped in oiled leather at the outskirts of the camp. Having ordered your men to disperse and hide, you brace yourself before proceeding with your task...{***}
str_lq_stealth_menu_victory|You have successfully assassinated all three of your victims, and escaped with your head still attached to your shoulders.{***}
str_lq_stealth_menu_victory_prison|As you go down under the blows, you are somewhat comforted with the thought that your marks are done with, and your reward is still waiting for you somewhere...{***}
str_lq_stealth_menu_fail_prison|The last thing you see before your consciousness mercifully slips away is the leering face of one of your marks, violently kicking you in the ribs. Your mission was a failure.{***}
str_lq_stealth_menu_fail_escape|You were unable to terminate your marks. Alerted by sentries, the soldiers began a camp-wide search for the infiltrator. Your mission was a failure.{***}
str_mis_l_camp_done|You have successfully assassinated all three of your victims. It's time to leave this place.{***}
str_lq_fort_party_name|Besieged fort{***}
str_lq_fort_desc|{s2} asked me to relieve a fortress recently erected near {s3}. The natives, believing this fortification violates their sacred grounds, gathered in masses to massacre the garrison. I must hurry and lift the siege.{***}
str_lq_fort_dialog_desc|Good thing you asked. A company of my men is trapped in a fortification we've recently erected on lands claimed by the natives. The barebuttocks were protesting, saying it's their ancestral burial ground or some other horseshite. Now they took action, and a horde of them has descended upon the fortress. Can you go there and scatter the godless bastards?{***}
str_lq_fort_dialog_1_desc|That's a relief. Messenger said there are literally hundreds of savages, smashing against the walls with nothing but stone axes. My men still hold, but time works against them. Please head to the fort at once and secure the area from the brutes. I'll pay you {reg10} piastres upon your successful return.{***}
str_lq_fort_desc_done|The swarm of savages has been scattered to four winds, and the fortress stands defiant as a gesture of European might. I can return to {s1} for my reward.{***}
str_lq_fort_dialog_done|Good work, {son/lass}. We sure shown them savages not to mess with our construction plans again. Here's your {reg10} piastres.{***}
str_lq_fort_dialog_decline|What? Listen up, I've made plans that relied on you doing what you have volunteered to do. You think you can give your word and take it back at your leisure?{***}
str_lq_fort_menu_desc|In the distance, you hear many guttural yells in a tongue unknown to Europeans, accompanied with occasional gunshot. It appears the assault is under way! A timely strike into the rear of savage hordes may tip the balance into the defenders' favor.{***}
str_lq_fort_menu_victory|You have massacred the natives and prevented the destruction of the fortress. {s1} will be overjoyed.{***}
str_lq_fort_menu_victory_prison|You went down under the blows of native axes and strange wooden swords, yet your men have ultimately prevailed alongside the surviving soldiers of the garrison. {s1} will be overjoyed.{***}
str_lq_fort_menu_fail_prison|...and you wake up in cold sweat, beaten and chained. Apparently these particular natives aren't strangers to European values, after all, and found more practical use for their prisoners, trading them as slaves for supplies.{***}
str_lq_fort_menu_fail_prison2|You come to your senses tied to cold stone altar covered in blotches of brown. A masked priest in ceremonial Aztec garb is approaching you, obsidian knife in hand, chanting some unholy prayer in his guttural tongue. With the final syllables, he raises his knife and buries it in your chest. A bolt of searing pain pierces your very being...{***}
str_lq_fort_menu_fail_escape|You have abandoned the fortress garrison to its fate, no doubt painful and gruesome. {s1} won't be happy to hear that.{***}
str_mis_l_fort|You must scatter the natives assaulting the fortress in several waves.{***}
str_lq_treasures_party_name|Ancient ruins{***}
str_lq_treasures_desc|{s2} asked me to steal some kind of ancient idol from a ruined temple complex near {s3}. He says the ruins are infested with natives, so I'll have to slip by while using my troops as a bait. There are several ruins in there, the figurine must be kept hidden in a chest at one of these places. I have to find it and escape the temple alive.{***}
str_lq_treasures_dialog_desc|Depends... An old friend of mine is a collector of rarities. He has been looking for a certain native artifact, some sort of ancient figurine, for a long time. Recently he uncovered a rumor that it might be stored in a temple complex not far away from here. Local natives keep it hidden in their vault, and worship it in blasphemous idolatric rituals during their annual celebrations.{***}
str_lq_treasures_dialog_1_desc|I need you to steal that figurine. That won't be easy, my sources say these ruins are infested with the savages. Brute force approach won't take you far, you'll have to use your troops to distract the barbarians while you slip by and explore the complex. There are several ruins in there, the figurine must be hidden in one of them, look for chests or something like that. When you see it, grab it and get out of there. Will you do it for me? I'll pay you {reg10} piastres when you return with the figurine.{***}
str_lq_treasures_desc_done|I have stolen the figurine and made it out in one piece. Time to deliver my prize to {s1}.{***}
str_lq_treasures_dialog_done|Oh, splendid! What a wondrous workmanship. You'd never think these brutes are capable of producing such fine works of art, would you? It will look swell in my friend's palace back in Europe, increasing his fame at the court... Here's your {reg10} piastres, they are well-deserved.{***}
str_lq_treasures_dialog_decline|What? Listen up, I've made plans that relied on you doing what you have volunteered to do. You think you can give your word and take it back at your leisure?{***}
str_lq_treasures_menu_desc|You select a group of volunteers and prepare to delve into the ruins. Dozens of tribals, ranging from nearly naked bowmen to regal jaguar warriors, are seen loitering all over the complex.{***}
str_lq_treasures_menu_victory|Clutching the precious figurine, you escape the temple, leaving the incensed natives behind. Who knows what sorcerous curses they are sending your way now? No matter, time to deliver your prize to {s1}.{***}
str_lq_treasures_menu_fail_prison|You fall bleeding, and your men disperse. Taking you for dead, the natives dump your body in nearby river. Some time later, feverish and half-conscious, you are rescued by an unfamiliar group of Europeans. They are no samaritans, though, and quickly put you in chains to sell you into slavery...{***}
str_lq_treasures_menu_fail_escape|You escape the temple, leaving the figurine behind. Innumerable natives are scouring the surrounding jungle now, searching for sacrilegious trespasser. There won't be another opportunity coming...{***}
str_lq_art_party_name|Ambushed battery{***}
str_lq_art_desc|{s2} asked me to assist in defense of artillery battery ambushed near {s3}. Their cannons are undermanned, and a determined enemy attack can overrun their positions any time now.{***}
str_lq_art_dialog_desc|Yes, and promptly! Some soldiers of mine got ambushed while transporting an artillery battery. Some of the gunners fell, and their defenses are about to crumble. I need someone to reinforce their position at once. I'll pay you {reg10} piastres if you get there in time. Can you do that?{***}
str_lq_art_dialog_desc_done|The assault on the battery has been beaten off. I can claim my reward from {s1}.{***}
str_lq_art_dialog_done|I heard the news from my men. Excellent work, {mister/lass}. Our enemies bled themselves dry against that battery, while we hit them where they expected it the least. What a nice day... Ah, I promised you {reg10} piastres. Here, take them.{***}
str_lq_art_dialog_decline|What? Listen up, I've made plans that relied on you doing what you have volunteered to do. You think you can give your word and take it back at your leisure?{***}
str_lq_art_menu_desc|Intense gunfire and an occasional rumble of a demicannon make a dead giveaway that the battery is under assault. You select a group of volunteers and prepare to dash for their position...{***}
str_lq_art_menu_victory|You have fought off the attackers and secured the battery. {s1} will be pleased to hear that.{***}
str_lq_art_menu_victory_prison|You went down after missing one parry too many, but your men and the battery crew have fought off the attackers in the end. {s1} will be pleased to hear that.{***}
str_lq_art_menu_fail_prison|You come to your senses feeling chains on your arms. The battery has been overrun, and the victorious enemy now intends to sell you into slavery.{***}
str_lq_art_menu_fail_escape|You have retreated away from the battery, leaving the surviving gunners to their destiny. {s1} won't be pleased.{***}
str_lq_tribal_party_name|Remote camp{***}
str_lq_tribal_desc|{s2} wants to frame the natives for the coming massacre of an army camp near {s3}. The actual perpetrators of this horrifying act would be me and my men, dressed and armed like savages.{***}
str_lq_tribal_desc_done|The deed was done, I butchered the camp under the guise of a native. Time to claim my reward from {s1}.{***}
str_lq_tribal_dialog_1_desc|You will like it, I am sure. See, I want us to make a decisive move against the godless barbarians still infesting these lands. Problem is, other governors grew complacent and content to leave the savages alone. This will not stand! I am sure if a... eh... gang of natives would brutally massacre an isolated army camp, that would change their attitude. Would you mind taking a part in this little thespian play? I will provide you and your men with barbarian garbs, and will pay you {reg10} piastres after the deed is done. What say you?{***}
str_lq_tribal_dialog_desc|Hmm... Ah. Yes, you do seem to have that savage streak inside... That will do, that will do indeed. Look, I need a discreet mercenary to do some dirty job. And one with good acting skills to boot. How do you think you would look in some native rags?{***}
